sim_n,KO,GME,AAPL,JNJ,JPM,returns,volatility,sharpe_ratio
17,0.34625411129731515,0.006181459915584923,0.43445014661930176,0.06751297485174695,0.14560130731605123,1.6419217621857762,0.010297251924130113,157.024590065312
18,0.18935542285271845,0.24529136121442682,0.2997314196780999,0.21552296313223096,0.05009883312252384,2.0427652804433216,0.023743898625496928,84.98036957909613
19,0.056185400291039786,0.2670846492680986,0.30537839324787613,0.08614586267002225,0.2852056945229633,2.2627409592521364,0.02608370374197052,85.79076734610558
20,0.2060244277822504,0.07207829385671755,0.31903497724366675,0.20024704736744214,0.20261525374992323,1.554266495350032,0.0107350492265067,142.455471147166
21,0.28710769421217364,0.3486681374086948,0.026559180480835727,0.3193258381077962,0.018339149790499637,1.601828844191645,0.0326801215051732,48.25039723129659
22,0.2985582335445917,0.42154839959294244,0.029797683513831143,0.02587690295614352,0.2242187803924911,2.006540665790466,0.039401655275432414,50.29079747890667
23,0.16509705992606635,0.3257780205670057,0.14330296813155805,0.27476747214028974,0.09105447923508012,1.8931292196564118,0.030554656352090724,61.1405737354524
24,0.23767014931314628,0.0573264456743138,0.38718695747363224,0.31131037624261304,0.006506071296294514,1.5902987389145098,0.010628849469834426,147.26887828799912
25,0.24428213296369858,0.16826736037389398,0.24582420240238514,0.13924679600350157,0.20237950825652073,1.6960202304284604,0.017196534684957576,97.171916379767
26,0.25890738220044013,0.02727386173950904,0.2860442157987455,0.2659520188512894,0.16182252141001593,1.2728055518348755,0.008508279872141951,146.6577934184412
27,0.271236101194752,0.20732032478831128,0.23493634502017588,0.1558485565079985,0.13065867248876237,1.7685022515230664,0.02030628717642982,85.86021838333929
28,0.28756380583854585,0.14529318879847555,0.2946463004431917,0.0011854142617335871,0.2713112906580535,1.804930494190158,0.01609297396308066,110.60295618905158
29,0.21855439942117333,0.10844112410590717,0.16415169350986664,0.15920793105074338,0.3496448519123094,1.3151927470506566,0.013142391243965651,98.17031947234493
30,0.33524698767505245,0.3184934998403899,0.08384735231204761,0.006044639934772445,0.25636752023773773,1.8119234151112757,0.030240519828031148,59.09036700668436
31,0.3196263715097669,0.2648147000070601,0.011453274897839394,0.2330947874297915,0.17101086615554206,1.3430597438490817,0.02523011832601569,52.24152050408668
32,0.21910258693670917,0.11705640201236481,0.15315936257889828,0.09458836099151538,0.4160932874805124,1.3541990925555958,0.014349312477135272,92.63155253421313
33,0.1531275141396313,0.27384389611880877,0.19953384015114323,0.14978008506327575,0.22371466452714095,1.9476105754708937,0.026143724585598625,73.54004090641206
34,0.41266835317925715,0.03528777755743915,0.16716880198561518,0.10343383931996532,0.2814412279577233,1.040395457131634,0.00923564534292342,109.94309757787043
35,0.06624899683619498,0.2516904155150132,0.2862153948298181,0.11877154825556234,0.2770736445634113,2.144978167488966,0.024639630783957055,86.03936422900017
36,0.20293075337095529,0.27876396286661875,0.07243432920926769,0.31774534369821356,0.12812561085494478,1.5347835750527692,0.026356878923467962,57.28233526574611
37,0.2533126161129388,0.14061016460472953,0.2946397078824605,0.09367989888107191,0.21775761251879927,1.75047774324336,0.015333444357461343,112.53034236914503
38,0.20429821069542486,0.39490034362593035,0.21975654240746006,0.1392485452090239,0.04179635806216095,2.353605830358194,0.036889492339449485,63.12382422969784
39,0.2567813279522442,0.2640707556789666,0.13037045144031625,0.08474090313393029,0.26403656179454277,1.743422248879477,0.025348373997522843,67.79220825159867
40,0.04473145791571898,0.15792410072241822,0.3728661903018079,0.34514587049282425,0.0793323805672306,1.9356741219220974,0.01702302157892902,112.24059800800094
41,0.23213771474373468,0.16302804513904526,0.21513778447388424,0.21000905197558467,0.17968740366775116,1.569367196694205,0.01657119217882975,93.19590166042403
42,0.19063907903720145,0.21590362675469796,0.4389099281866531,0.12788913130472096,0.026658234716726535,2.3369500119702935,0.021997035192633588,105.1028009785848
43,0.3244282724229923,0.18979762637110303,0.06054399817558888,0.23150139457139193,0.19372870845892376,1.227038427363209,0.018729039074942732,64.18046449437954
44,0.17501966304342964,0.010815367474111678,0.3503594514737525,0.24271877538288994,0.22108674262581618,1.4282352392486972,0.009181793975439426,152.82800322052975
45,0.18415208328533572,0.2075889845859024,0.25789940837036057,0.24355919032902856,0.10680033342937283,1.8114723645191293,0.020347776255122622,87.79693378382706
46,0.009489127878223026,0.09482488280643543,0.33356806272015993,0.3808201465387953,0.18129778005638644,1.641015371913803,0.0125318173899665,128.95299393746774
47,0.23069237953501834,0.1518328444890604,0.35053146912611294,0.17339044648422192,0.0935528603655864,1.8813673106599418,0.01622736955451003,114.39730292849629
48,0.19014519739272445,0.09103476504673577,0.41345157335368554,0.022752539265797848,0.2826159249410564,1.9529696945533943,0.013327411728993946,144.66197441466244
49,0.1869485212823042,0.15921020219159673,0.2358262901560901,0.37205808286118086,0.045956903508828056,1.5302731919125807,0.01634178420812984,92.11192442277664
50,0.32675832987820036,0.2836251365617457,0.2697491930102232,0.05027262910567058,0.06959471144416016,2.1260674762921092,0.027138167414677793,77.42112590681927
51,0.27288820154286997,0.022757434764408217,0.17523900127324377,0.1613593794888304,0.36775598293064765,1.0502258576151453,0.009399530513799883,109.07202823693845
52,0.23799283743703945,0.22610344752018338,0.18521712614992755,0.19369366955264408,0.15699291934020568,1.7001732672301273,0.021808307628968394,76.81353802094036
53,0.24134487154414627,0.318938029812347,0.20048477437727893,0.14220876339518645,0.09702356087104139,2.0535434201094,0.030018168027375024,67.57718919620521
54,0.16640339310733548,0.2711483834124372,0.14390351030125004,0.41517439245125265,0.0033703207277246162,1.6403479709623294,0.025831856987096224,62.53317257714935
55,0.0892215750579631,0.21038833907258078,0.2896842108248639,0.26071556928684564,0.14999030575774655,1.9294470332057458,0.02079014935251908,91.60333583534309
56,0.2518753339055567,0.22126052392167753,0.21021424332787217,0.13580577807035243,0.18084412077454115,1.7734554221966905,0.021506616083774494,81.29849044526348
57,0.23082084636500877,0.15035474077814043,0.22342006045654472,0.24307263707348664,0.1523317153268195,1.5306573081510069,0.0155157430649371,97.04061879920741
58,0.2518512139301569,0.25469101554958007,0.13461913712073553,0.13967761131503864,0.21916102208448873,1.6937526828971496,0.02437654357303747,68.45731339626559
59,0.1292247818945305,0.118623865625903,0.35997465258228584,0.3616672563806319,0.030509443516648853,1.7344313637857542,0.013982988806075607,122.25078540025767
60,0.23801677235330823,0.4190870180793634,0.19472793490716175,0.07397197021564447,0.0741963044445222,2.39240008811715,0.039072028840021214,60.590661872470726
61,0.32841890613031266,0.06921523328835638,0.19863466763091836,0.20913527651137886,0.19459591643903384,1.1957816740056235,0.009882520273469544,118.46994912306786
62,0.09751248105888594,0.23104342336241057,0.07448109072535604,0.31488398937350914,0.2820790154798384,1.4420678366543154,0.022513571227557386,62.94282778734702
63,0.21724624743920884,0.21719960063825774,0.19922562878484704,0.20139252015681794,0.16493600298086847,1.7110185890257767,0.021069521648105112,80.0216833198683
64,0.23800707355337822,0.023246879055986217,0.17291413336573905,0.2683109596522396,0.29752095437265685,0.9978277254482532,0.008568468664625881,113.53577442191988
65,0.3780056521844506,0.3320330752135812,0.05016787484788144,0.025654067051308287,0.2141393307027785,1.7418225460627257,0.03138907875686271,54.69490071247696
66,0.2784862009629455,0.233182707235541,0.2528412840233571,0.05679292894116729,0.1786968788369892,1.9476912681086953,0.022725256947577644,84.60591986017747
67,0.14873521787020552,0.2913573987966004,0.0693875564629499,0.4061608293942346,0.0843589974760096,1.5381514851921934,0.027543674664997266,54.936441981545734
68,0.17721238407318357,0.24440954301119427,0.2573919287740525,0.049843118353803825,0.27114302578776595,2.0440116116829583,0.023909342124193024,84.44446531383193
69,0.3353864286114076,0.11277196087248087,0.025898372198534393,0.5073817941709998,0.01856144414657721,0.7346307143901125,0.012992808938908786,54.6171899953846
70,0.11478655767800197,0.2545735705064539,0.1560332627825467,0.19679840270090326,0.27780820633209424,1.7731762081202198,0.02453803226680478,71.24353693532161
71,0.2434411064940392,0.24983652174655976,0.25147687144064557,0.011586760416715192,0.2436587399020403,2.0392772247109,0.024334338724178704,82.77509602960797
72,0.20003661518157229,0.12682817217680037,0.30156856165142165,0.2752241986119763,0.09634245237822937,1.6395944879765163,0.014005213667477904,115.28524493173812
73,0.16921872449523942,0.4249332460591488,0.006847875334805912,0.34620015984657915,0.05279999426422684,1.8287130382245524,0.03956535586963506,45.58819195681329
74,0.32515370620944695,0.24153003923203176,0.10375455469479554,0.22569849409888929,0.10386320576483642,1.4937390860465452,0.02308402950117533,63.62576715524315
75,0.31448427241871396,0.01622496415067981,0.23936404123877197,0.20045363658749096,0.2294730856043434,1.140811481728707,0.008366488360046404,133.36676437120127
76,0.26157195854989934,0.2713688970323488,0.22378047405752266,0.04447327250621166,0.1988053978540175,2.011552089830135,0.026010491001006497,76.37503228036962
77,0.3624408757570646,0.19169382618751868,0.21277980203070987,0.12798069759287942,0.1051047984318275,1.6420120196877517,0.01901770465252001,85.02666590068658
78,0.05108442649308713,0.05403100124800127,0.39729677291355814,0.29111260703298164,0.20647519231237174,1.7021016047444388,0.010900519129523962,153.8552049509297
79,0.3302663189090237,0.17879369934395126,0.20559634787067113,0.01720374684158388,0.26813988703477004,1.6663257929965394,0.018379568301009227,89.30165094826596
80,0.24370159139413047,0.39035177466282195,0.14724800557923312,0.2076118202086526,0.011086808155161703,2.1068018439850165,0.036412570629186576,57.172613963056584
81,0.07872537235385356,0.1596538536985447,0.3481061755396392,0.32346441121940717,0.09005018718855536,1.879227412920651,0.016927711587880364,109.53798470008265
82,0.22376425699613553,0.06659363286399074,0.27687086479224426,0.047750303779080225,0.38502094156854916,1.520030490894913,0.011720601052880529,127.55578695577945
83,0.3445874367204776,0.3665257750408266,0.21101142412505644,0.020597808701901157,0.057277555411738346,2.2518396835086714,0.03444103409896963,64.6565860104442
84,0.04798997405853831,0.5641169628224594,0.08385437912955405,0.176073408670304,0.1279652753191443,2.601885461094996,0.05224628004544236,49.32189351765701
85,0.33404761900476176,0.29776778052225633,0.09589834857388743,0.08997398411716553,0.18231226778192894,1.7266372453619758,0.028185131179679267,60.37357905180911
86,0.21098512577607448,0.01262061872388944,0.2865005832472591,0.23231636223398552,0.2575773100187914,1.2707773585867146,0.008782409008806065,141.8491620394338
87,0.2746633494102383,0.24422271576234403,0.27778251706840074,0.06226238141248214,0.1410690363465348,2.040009003582584,0.023697461174741048,85.03058571229425
88,0.25490195190159626,0.2191288530978468,0.10550436644511561,0.29118640551157216,0.12927842304386924,1.4214179022357958,0.021106620098686343,66.16018555821297
89,0.47079071349221285,0.017733669437948282,0.10158695843993941,0.2598413144233234,0.1500473442065761,0.7083235453386906,0.008083130388269922,84.53699402527467
90,0.10355225520056843,0.21000402477365604,0.10404257753505636,0.2910683631622661,0.2913327793284531,1.4592262753646466,0.020734080031684664,69.17240953893021
91,0.163792616438081,0.3165227160672788,0.13302158375532544,0.19288780853223464,0.19377527520708018,1.889751291589112,0.029790648366278812,62.595189895225516
92,0.3297225879484584,0.005244411152613849,0.32095270312410246,0.17457900288077927,0.169501294894046,1.3106115115264536,0.008764206652668123,146.68886329090265
93,0.06783930982846184,0.30480405499158325,0.04575486934660218,0.2633475648532268,0.3182542009801259,1.6463178032756012,0.029085018024480963,55.74408796690214
94,0.2233619492121247,0.2843394056859292,0.10392618638121026,0.20805866658396904,0.1803137921367667,1.6840249697250518,0.026883337010164394,61.71201771185574
95,0.22221992909923124,0.12698948837603538,0.29465756868184023,0.12097164542794193,0.23516136841495125,1.7062040637831801,0.014335855939446104,117.27266728156987
96,0.2032500341773595,0.12643928903257562,0.24479240315680081,0.28999203575983473,0.1355262378734293,1.4921794386504348,0.013715219526050008,106.9745501239515
97,0.011574799747931767,0.06009772437113356,0.4120021199320616,0.1633858655246579,0.3529394904242152,1.8510736813151838,0.012370442662034778,147.61587205924758
98,0.2632690185254363,0.27925210638481085,0.023592585579101356,0.2721913045980702,0.16169498491258127,1.4191449310963649,0.026453862527624834,52.70099705252905
99,0.40730439879183555,0.05337957659725856,0.43007730346659945,0.09530853757018566,0.013930183574120738,1.7328179367659857,0.011350038546792885,150.46802966572778
100,0.2439152503022945,0.31577321064033914,0.0717723829730935,0.07878494307623703,0.28975421300803583,1.7727641605858202,0.029967351543593285,58.32227642951232
101,0.10537782895778196,0.3084999619743775,0.22633051043951632,0.34198291490535204,0.017808783722972038,2.025266523490163,0.029202059052934798,68.49744806913323
102,0.06084397866155634,0.09514685667113125,0.3637972453592701,0.23110994286872685,0.24910197643931534,1.7808617259787671,0.012810196662917862,137.06750740693337
103,0.20702609740321035,0.0855788266833749,0.17979740057735022,0.2411161119429187,0.2864815633931458,1.2378515812168565,0.011183932304649783,108.44589793454013
104,0.15206674958033997,0.26039582628745345,0.22452428678562722,0.026557505904999047,0.33645563144158036,2.040416457540058,0.02546464544918204,79.14567126261701
105,0.019733549921422937,0.3483705056866246,0.20713983180038498,0.2750546337783312,0.14970147881323628,2.182375216123834,0.03276378555400792,65.84633550868566
106,0.41974079892059085,0.01407217076970907,0.10069933125120543,0.34352267813363613,0.12196502092485845,0.6679410869959148,0.007815542900673529,82.26441786155475
107,0.08111838736875773,0.2837655613551547,0.2992933165635207,0.1897810905119712,0.14604164420059576,2.226006429840031,0.02716890823277345,81.01195716009633
108,0.32863491649692916,0.2648988628844846,0.10802217421084997,0.21902623353494519,0.07941781287279114,1.5787118547653347,0.02514624309377914,61.78703709222088
109,0.26099968859855227,0.11299520073351309,0.027172980568007918,0.3335353632003711,0.26529676689955567,0.8771438925689322,0.01291962662084387,65.95731576283532
110,0.3254190852303206,0.018794754003130642,0.2396290057664107,0.3262463643725124,0.08991079062762575,1.0686778863493853,0.008025427445245686,130.04639235355205
111,0.24733730416509472,0.22083604778226323,0.21708049274716842,0.09305950292806076,0.22168665237741286,1.81637862784031,0.021605790244177737,82.91196978194516
112,0.07260086179619446,0.003366233311287677,0.2456748847022273,0.2693053495321662,0.4090526706581244,1.1857148955776713,0.010193328536492874,113.87005642192594
113,0.41521238441617186,0.15926189768633223,0.025313191005691384,0.3043982668574994,0.0958142600343052,0.9626620587476175,0.016281456071657034,57.59079867432198
114,0.21180094688773646,0.34890031524604626,0.06282282542639117,0.36650982822323164,0.009966084216594605,1.6954927527497974,0.03269587441793024,51.09185126529934
115,0.42014389215023157,0.048440696585733474,0.06673407278139194,0.30993971103607854,0.15474162744656453,0.713094604553659,0.008799697903960062,78.19525307158567
116,0.1678847074947767,0.045608669704913604,0.34624282453208854,0.3068617985712677,0.1334019996969535,1.4907711377401411,0.009614847776803069,152.44870972127956
117,0.12906509772625166,0.2749814921143619,0.3077019658565576,0.25390020658455553,0.03435123771827318,2.1583331650870425,0.026389345565439835,80.8406998876437
118,0.024589114816494662,0.26727926487623105,0.1909210808388391,0.2286466677961667,0.2885638716722684,1.9182285878665764,0.025804671771602245,73.36766786353986
119,0.09187840511721672,0.17174385497046155,0.08366243985340319,0.3227371152919508,0.3299781847669678,1.278319010435257,0.017778468819330272,70.49645406316102
120,0.27661642368794326,0.05061985690066964,0.016172082292081946,0.3339000577684231,0.32269157935088205,0.65033358669303,0.009735211004852487,64.23420985752998
121,0.04771500252961169,0.13941817060646874,0.4057977793223298,0.11372169474513401,0.2933473527964558,2.0950826476479203,0.016392775919804883,126.28017718139832
122,0.33649706678936075,0.2656405951073239,0.032509004909571926,0.27249857192183496,0.0928547612719084,1.3645379749477153,0.025246837491952917,53.05765426559563
123,0.15627446190234665,0.27964455087122664,0.25036779635692546,0.021698277347280207,0.2920149135222211,2.162834447970608,0.02703643621712163,79.07234632561375
124,0.18578808502127123,0.005621029075746789,0.5005346654315116,0.2658830707403762,0.04217314973109416,1.7525954265604147,0.010869649078360417,158.93755300709358
125,0.4044687684275249,0.02777750785679482,0.13406668531602353,0.1654888284190993,0.26819820998055743,0.9043610880862089,0.008704278830985969,101.02630041627471
126,0.453259157527304,0.0017968286601390796,0.1152397817689469,0.3457829481538633,0.08392128388974679,0.6479822685715756,0.007930875654531272,78.55151129694454
127,0.18825350354394155,0.17152769789588354,0.20060209996905043,0.20409371636896395,0.23552298222216062,1.5846072847806616,0.017383224583974982,89.71910115102648
128,0.27388742427457113,0.03616484695484885,0.34542634962981067,0.17751220538195467,0.16700917375881466,1.4887603125662079,0.009389031595594663,155.90109562023466
129,0.2739700234581249,0.22540478368043168,0.1975587062456609,0.24814093942705237,0.054925547188730175,1.6782565473020363,0.021750030524973082,76.01168859987531
130,0.24200317313966066,0.18487391702064906,0.08612394908854973,0.2918785388965677,0.19512042185457282,1.2745062420573552,0.018261541525862665,68.42282401448742
131,0.36910467724416485,0.03797050014094031,0.2131012243386182,0.27886984596193193,0.10095375231434474,1.073024248946759,0.008402617606340224,124.72592447334135
132,0.16197642565221138,0.2174040760303155,0.18162836066623264,0.25490502541101173,0.18408611224022872,1.662716220584137,0.02109094538565088,77.65020441892327
133,0.1926339317468879,0.33394819746649423,0.08040760957350963,0.23804631382256006,0.1549639473905482,1.7773893502565956,0.03129033925597309,56.00416588395019
134,0.2702092875888765,0.19618759549671877,0.16484354735850346,0.2465615639620633,0.12219800559383794,1.5122063066930802,0.019171843315013624,77.57242129808338
135,0.1346109382122116,0.20964831215129873,0.07042825843607353,0.3086174184804921,0.27669507271992405,1.3528760608942634,0.020636713857650757,64.34532503836472
136,0.3935123037135288,0.04475554237118702,0.15298979312501887,0.22341089600427602,0.18533146478598914,0.9723705866457466,0.008675603297102005,109.19938985248506
137,0.1270496212119401,0.09521627995096255,0.19245707440027104,0.15017195338795306,0.43510507104887336,1.3894250566247395,0.013222141585015529,103.19244033591531
138,0.3916528594987662,0.15126093048955738,0.07658822961484595,0.06479461842061966,0.3157033619762107,1.2155900744184582,0.016288774587902823,73.09267299350273
139,0.33693069165451034,0.07757206679570505,0.0556205721308048,0.16576631868370437,0.36411035073527537,0.9016542041787807,0.011412641501382517,76.8143119252965
140,0.2660229815968468,0.22219377709288127,0.12165488884501398,0.12747673729892417,0.2626516151663339,1.5629656920575976,0.021677135206919846,70.94875210109144
141,0.39851584478120317,0.15976794025193305,0.015244230494942789,0.21600847303266477,0.21046351143925615,1.0009954564183128,0.016458961752257938,59.29872558847279
142,0.18832162044122547,0.08726588464143928,0.16850260589873264,0.27650497785229305,0.2794049111663095,1.2033390054687814,0.01122232049636924,104.99958594570613
143,0.14520563597811587,0.24592923352655002,0.231549917847786,0.1429084655966434,0.2344067470509046,1.9455705616317367,0.023800518052040257,80.69448561717753
144,0.18429275172360046,0.29939034799046016,0.180696122467287,0.14589705452657278,0.1897237232920797,1.9696524805157174,0.028312081810972514,68.68631185439907
145,0.25440218272981047,0.12160254789556842,0.08886094837913289,0.2824278860812962,0.25270643491419204,1.0851769438689425,0.013374129478615777,79.27072528825785
146,0.47685431723738003,0.01942439171709468,0.1725513085962838,0.004360021530593255,0.3268099609186481,1.034321012185492,0.009905040877768112,101.89973213042619
147,0.27083247082510103,0.14274175165648456,0.2146751140312416,0.1409960736769847,0.23075458981018818,1.5292266467031332,0.015155658025226153,99.25182029044147
148,0.2872659385078944,0.06322513709005025,0.24852520708065504,0.16828522330897772,0.2326984940124225,1.3400878264415446,0.009975819065383893,131.82755399051908
149,0.14277052895720443,0.27581835724453746,0.15799104008860806,0.15849277009793558,0.2649273036117144,1.8538348817576253,0.026359454550858127,69.38060414827848
150,0.2990968123392648,0.05979119338421469,0.12670794899503465,0.2286433053495076,0.28576073993197837,0.9962291801489759,0.009679913873962399,100.33448569841568
151,0.2325149165679362,0.1104630014977599,0.20791430365023644,0.27450257077774864,0.17460520750631883,1.3503686652207698,0.01244627755096731,106.48715327079974
152,0.23036758968602328,0.01378838343316966,0.3538461778850841,0.10103540562994412,0.30096244336577876,1.5056380363808515,0.009953224693794827,148.7596313689101
153,0.3816374582897616,0.06659662427631673,0.26297876986553315,0.09947521288350852,0.18931193468487997,1.383193490869156,0.010345755235958693,131.2802651804954
154,0.022639773503660088,0.1440213524663634,0.31809708591681307,0.4141571517647341,0.10108463634842926,1.7301988517635516,0.01575897365051235,108.2049433916093
155,0.1708050081675685,0.06679276002780221,0.27034133617838707,0.2578550785704312,0.2342058170558109,1.40289426676171,0.01024031620717166,134.55583195729068
156,0.08219914818633951,0.20107899435109186,0.09834990924637861,0.32951588353829797,0.288856064677892,1.4046406320970708,0.020014619878649702,68.93164299207011
157,0.27115622547616797,0.3063516658018299,0.27837940388602816,0.11385429096048222,0.030258413875491667,2.204335544521455,0.029102735450495285,74.88421657917954
158,0.04511749066567099,0.24325769880874723,0.35614659453313224,0.01242481620136863,0.3430533997910809,2.359898597519735,0.02456324120788101,95.05661641960316
159,0.10831647131240472,0.23477056039843938,0.2292998065776196,0.22555950502528,0.2020536566862562,1.8728375717012744,0.022753038870517814,81.2127813878789
160,0.216788819197836,0.27583556285617444,0.10921978719930907,0.312847066869835,0.08530876387684562,1.6103203353244455,0.026083582684692345,60.77847335959801
161,0.2648889094085045,0.2006082641793526,0.12742284756521688,0.1006605207543231,0.3064194580926029,1.526601855350696,0.020039723060050214,74.93126780500197
162,0.18791853224201088,0.26372114366583366,0.19915134321620734,0.22691035979873828,0.12229862107720992,1.8529679062402822,0.025089322504349854,72.85840045793819
163,0.18165486010123189,0.23386996625205972,0.22273675808893384,0.2224148776897116,0.13932353786806292,1.8225695756643876,0.022534327857807696,79.77027701944816
164,0.3243225331995688,0.41105394663474304,0.21673577180664744,0.035323041526809144,0.012564706832231607,2.4038268132806713,0.03845848176313882,61.854412972711216
165,0.5194219569016888,0.03913145343499069,0.18471591449290548,0.08702655680124612,0.16970411836916893,1.0551440116606177,0.00932025061751174,110.52750123747626
166,0.2241157749793232,0.21730790419964005,0.1323789078232305,0.32093711383652596,0.10526029916128025,1.4763129496361247,0.020958099206265034,69.24830994226241
167,0.37109130494774956,0.1618539821188601,0.1879262402377011,0.13026560545311275,0.14886286724257644,1.4848212454116814,0.016534031614969656,88.29191085433645
168,0.21646481770636863,0.016784924260922512,0.32499764482997634,0.16450280301450332,0.2772498101882293,1.4140761383705076,0.009382707928991815,148.0464007707598
169,0.36898566903226976,0.07557344264860094,0.29407425553564975,0.011638211188807765,0.24972842159467165,1.5440551575143155,0.011504203414319455,132.04348904536275
170,0.29760460739680256,0.03727513741568477,0.20947925457685584,0.014516421433043434,0.44112457917761333,1.25412010486175,0.01110964657871741,110.6353920579578
171,0.27935684960436946,0.027700994978760177,0.3690094554138978,0.2116741260869386,0.11225857391603393,1.495915738305291,0.009311958410774517,157.95986981678845
172,0.29564760714128835,0.11263459604401313,0.2626942709525404,0.03722501933577887,0.2917985065263794,1.6019753201370008,0.013627116975454148,115.72332746372756
173,0.00895302881702701,0.07815161614653873,0.26753725789399996,0.4733340722881534,0.17202402485428078,1.3759772789682776,0.011295451277588991,119.60365688520265
174,0.27270980441641274,0.2355337518749486,0.06261184439902985,0.25789322752662397,0.1712513717829848,1.3814351811146857,0.022586035644966057,60.056364137413645
175,0.16220118135051098,0.01867600277416942,0.2791461321195187,0.2481594238007644,0.29181725995503643,1.284788190072461,0.009091764360670686,138.5636648835813
176,0.3867741246898248,0.22636784573101404,0.2015243173349082,0.0018383092976446364,0.18349540294660832,1.7871658361218032,0.022209316757612126,79.34354106223599
177,0.2935749995095353,0.1709219042458076,0.2728916790707069,0.21736790194124633,0.04524351523270399,1.6993587655617721,0.017387472206086607,96.29684785207887
178,0.2969036678903442,0.34994374635915626,0.21756929086945967,0.07921038054688417,0.05637291433415567,2.2028143656559855,0.03288534039887131,66.2244738610257
179,0.28393574035240937,0.14241622213070804,0.1059969419474323,0.21331132985263979,0.25433976571681066,1.2186488005547171,0.014995555175286019,79.6001739583443
180,0.31558066525085027,0.2520983120048034,0.09302266407421812,0.10296759666806882,0.2363307620020592,1.5790329826662477,0.024235052511576746,64.12335941603213
181,0.10531581132510613,0.23243204017398053,0.15897469940373626,0.2576371774727058,0.24564027162447127,1.6794039301384813,0.022530967750420943,73.42800133862747
182,0.1423911088816528,0.24559818508904124,0.158445691339967,0.22769669779484067,0.22586831689449818,1.7198949270855886,0.023597927349317597,71.82388953047614
183,0.16973758185590096,0.1849040213908574,0.03379352837889561,0.09395189952288689,0.517612968851459,1.3016784172965123,0.020164511071789914,63.313135277680075
184,0.1738984863223101,0.2875520841575396,0.14790597099150216,0.31749771583472575,0.07314574269392249,1.7560482808565112,0.02715476582849216,63.74749433634251
185,0.1646936406784298,0.25078341560172196,0.20359438248369774,0.20078014181212098,0.18014841942402954,1.8499343027211175,0.024026454687575194,75.95520547876946
186,0.01744613317604157,0.26828986831293,0.3309853866169794,0.186212181581408,0.19706643031264096,2.2853061982967926,0.026057349351177,86.74351975845522
187,0.17336327105617944,0.2008842315578586,0.2137622667884399,0.1504855765419702,0.2615046540555518,1.7460743440319484,0.0199731232972073,86.16951482358266
188,0.06734563959670767,0.3290109706684679,0.28156338883758525,0.0831906022988502,0.2388893985983889,2.3941230151131077,0.031306427720895286,75.67529058998484
189,0.22722954994928332,0.06878942108596944,0.22930892475111103,0.2591566426675218,0.21551546154611434,1.2842097723051602,0.009982210334136165,126.14538565662562
190,0.3063255439644157,0.32420433762023493,0.06845763373077256,0.07099237823422444,0.23002010645035237,1.7669713550248558,0.03061408177026441,56.90098328269445
